Product_ID,Category,Product_Name,Rating,Total_Ratings,Total_Reviews,Price,Discount,Product_URL,Rating_Numeric,Discount_Numeric,Product_Name_Clean,Product_Name_Processed,Product_Brand,Sentiment,Sentiment_Binary,Name_Length,Name_Word_Count,Rating_Category,Popularity_Score,Price_Category
1,Laptop,"Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light Laptop  (14 Inch, Steel Gray, 1.45 Kg)",4.2★,5226,388,25990,39% off,https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itm7dda0a4d1d62a?pid=COMHY24RJH2YXVPG&lid=LSTCOMHY24RJH2YXVPGTVAAXW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=default_BestsellerId_6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMHY24RJH2YXVPG.SEARCH&ppt=sp&ppn=sp&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,4.2,39,acer aspire intel core i th gen u gb gb ssd windows home a thin and light laptop inch steel gray kg,acer aspire intel core th gen u gb gb ssd window home thin light laptop inch steel gray kg,Acer,Positive,1,99,22,Excellent,35.958689670594275,Luxury
2,Laptop,"Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Qualcomm Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) NP750XQB-KA1IN Thin and Light Laptop  (15.6 inch, Sapphire Blue, 1.55 Kg, With MS Office)",4.3★,1370,105,64990,29% off,https://www.flipkart.com/samsung-galaxy-book4-edge-series-copilot-ai-pc-full-metal-chasis-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-np750xqb-ka1in-thin-light-laptop/p/itm1d61ec8d90cc7?pid=COMHE4ATFWNVHXHS&lid=LSTCOMHE4ATFWNVHXHSIHS0FO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_2&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMHE4ATFWNVHXHS.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,4.3,29,samsung galaxy book edge series copilot ai pc full metal chasis qualcomm snapdragon x gb gb ssd windows home np xqb ka in thin and light laptop inch sapphire blue kg with ms office,samsung galaxy book edge series copilot ai pc full metal chasis qualcomm snapdragon x gb gb ssd window home np xqb ka thin light laptop inch sapphire blue kg m office,Samsung,Positive,1,180,34,Excellent,31.06017142211795,Luxury
3,Laptop,"Samsung Galaxy Book5 AI Metal Intel Core Ultra 5 225U - (16 GB/512 GB SSD/Windows 11 Home) NP750XHD Thin and Light Laptop  (15.6 inch, Gray, 1.55 Kg, With MS Office)",4.5★,343,39,75990,24% off,https://www.flipkart.com/samsung-galaxy-book5-ai-metal-intel-core-ultra-5-225u-16-gb-512-gb-ssd-windows-11-home-np750xhd-thin-light-laptop/p/itmc33d2563d0ffc?pid=COMHE4ATPCZ9FXRP&lid=LSTCOMHE4ATPCZ9FXRP7N1GVG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_3&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMHE4ATPCZ9FXRP.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,4.5,24,samsung galaxy book ai metal intel core ultra u gb gb ssd windows home np xhd thin and light laptop inch gray kg with ms office,samsung galaxy book ai metal intel core ultra u gb gb ssd window home np xhd thin light laptop inch gray kg m office,Samsung,Positive,1,127,26,Excellent,26.28288745818029,Luxury
4,Laptop,"Acer Aspire 3 Intel Celeron Dual Core - (8 GB/512 GB SSD/Windows 11 Home) A311-45 Thin and Light Laptop  (11.6 inch, Steel Grey, 1.0 kg)",3.8★,6451,581,22899,36% off,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-8-gb-512-gb-ssd-windows-11-home-a311-45-thin-light-laptop/p/itmad38595c5a902?pid=COMH7NCZY2QDJ5Z4&lid=LSTCOMH7NCZY2QDJ5Z4DVC9YB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_4&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMH7NCZY2QDJ5Z4.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,3.8,36,acer aspire intel celeron dual core gb gb ssd windows home a thin and light laptop inch steel grey kg,acer aspire intel celeron dual core gb gb ssd window home thin light laptop inch steel grey kg,Acer,Neutral,1,101,20,Good,33.33415266913138,Luxury
5,Laptop,"Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) A325-45 Thin and Light Laptop  (15.6 Inch, Steel Grey, 1.50 Kg)",3.9★,1755,162,21990,26% off,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-n4500-8-gb-256-gb-ssd-windows-11-home-a325-45-thin-light-laptop/p/itm9ca67a1a3ea22?pid=COMH2TPSHCGYHHH8&lid=LSTCOMH2TPSHCGYHHH87PYZDA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_5&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMH2TPSHCGYHHH8.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,3.9,26,acer aspire intel celeron dual core n gb gb ssd windows home a thin and light laptop inch steel grey kg,acer aspire intel celeron dual core n gb gb ssd window home thin light laptop inch steel grey kg,Acer,Neutral,1,103,21,Good,29.136095719360743,Luxury
6,Laptop,"DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.67 Kg, With MS Office)",4.2★,1868,122,38990,31% off,https://www.flipkart.com/dell-15-amd-ryzen-5-hexa-core-7530u-16-gb-512-gb-ssd-windows-11-home-3535-thin-light-laptop/p/itm672bf7685863c?pid=COMH8EPFGAZ5HFM3&lid=LSTCOMH8EPFGAZ5HFM3UCBKL5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_6&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMH8EPFGAZ5HFM3.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,4.2,31,dell amd ryzen hexa core u gb gb ssd windows home thin and light laptop inch platinum silver kg with ms office,dell amd ryzen hexa core u gb gb ssd window home thin light laptop inch platinum silver kg m office,DELL,Positive,1,110,22,Excellent,31.639266991313367,Luxury
7,Laptop,"HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0129TU / 15-fd0568TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.59 kg, With MS Office)",4.1★,1958,118,35103,44% off,https://www.flipkart.com/hp-laptop-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-15-fd0129tu-15-fd0568tu-thin-light/p/itmcf7c16556a324?pid=COMHF6WAGPZCBQVZ&lid=LSTCOMHF6WAGPZCBQVZQDQWQM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_7&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMHF6WAGPZCBQVZ.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,4.1,44,hp laptop intel core i th gen u gb gb ssd windows home fd tu fd tu thin and light laptop inch natural silver kg with ms office,hp laptop intel core th gen u gb gb ssd window home fd tu fd tu thin light laptop inch natural silver kg m office,HP,Positive,1,126,28,Excellent,31.078776613572614,Luxury
8,Laptop,"DELL 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3535 / 15 DC 15255 Thin and Light Laptop  (15.6 inch, Carbon Black, 1.67 kg, With MS Office)",4.3★,1831,245,28990,29% off,https://www.flipkart.com/dell-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-inspiron-3535-dc-15255-thin-light-laptop/p/itm58c1d8a904449?pid=COMH5PBYWQTDJGQG&lid=LSTCOMH5PBYWQTDJGQGUCDMOA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_8&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMH5PBYWQTDJGQG.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,4.3,29,dell amd ryzen quad core u gb gb ssd windows home inspiron dc thin and light laptop inch carbon black kg with ms office,dell amd ryzen quad core u gb gb ssd window home inspiron dc thin light laptop inch carbon black kg m office,DELL,Positive,1,119,24,Excellent,32.30660324450652,Luxury
9,Laptop,"Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG2IN / NP750XGJ-LG2IN Thin and Light Laptop  (15.6 Inch, Gray, 1.55 Kg, With MS Office)",4.4★,14318,1151,51990,37% off,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg2in-np750xgj-lg2in-thin-light-laptop/p/itm1df5212efb9fc?pid=COMGZUYDGFJGHZR4&lid=LSTCOMGZUYDGFJGHZR4JPVIN2&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=default_BestsellerId_6bo%2Fb5g&srno=s_1_9&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMGZUYDGFJGHZR4.SEARCH&ppt=sp&ppn=sp&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,4.4,37,samsung galaxy book metal intel core i th gen u gb gb ssd windows home np xgj kg in np xgj lg in thin and light laptop inch gray kg with ms office,samsung galaxy book metal intel core th gen u gb gb ssd window home np xgj kg np xgj lg thin light laptop inch gray kg m office,Samsung,Positive,1,146,33,Excellent,42.10510746496563,Luxury
10,Laptop,"Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) A715-79G Gaming Laptop  (15.6 Inch, Black, 1.99 Kg)",4.3★,2769,203,54990,38% off,https://www.flipkart.com/acer-aspire-7-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-a715-79g-gaming-laptop/p/itm8208102c97f99?pid=COMH3G96MYGWSGTF&lid=LSTCOMH3G96MYGWSGTFGZ7TLO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_10&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMH3G96MYGWSGTF.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,4.3,38,acer aspire intel core i th gen h gb gb ssd windows home gb graphics nvidia geforce rtx a g gaming laptop inch black kg,acer aspire intel core th gen h gb gb ssd window home gb graphic nvidia geforce rtx g gaming laptop inch black kg,Acer,Positive,1,119,25,Excellent,34.084391176479954,Luxury
11,Laptop,"Acer Aspire 3 Intel Celeron Dual Core - (8 GB/128 GB SSD/Windows 11 Home) A311-45 Thin and Light Laptop  (11.6 inch, Steel Grey, 1.0 kg)",3.8★,6451,581,15990,51% off,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-8-gb-128-gb-ssd-windows-11-home-a311-45-thin-light-laptop/p/itmad38595c5a902?pid=COMH7NCZGGGWQC4W&lid=LSTCOMH7NCZGGGWQC4WQSQGVR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_11&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMH7NCZGGGWQC4W.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,3.8,51,acer aspire intel celeron dual core gb gb ssd windows home a thin and light laptop inch steel grey kg,acer aspire intel celeron dual core gb gb ssd window home thin light laptop inch steel grey kg,Acer,Neutral,1,101,20,Good,33.33415266913138,Premium
12,Laptop,"Samsung Galaxy Book4 Metal Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG3IN / NP750XGJ-LG3IN / NP750XGJ-LG8IN Thin and Light Laptop  (15.6 Inch, Gray, 1.55 Kg, With MS Office)",4.4★,4481,294,61990,30% off,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i7-13th-gen-1355u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg3in-np750xgj-lg3in-np750xgj-lg8in-thin-light-laptop/p/itm1df5212efb9fc?pid=COMGZUYDYPUZAAXD&lid=LSTCOMGZUYDYPUZAAXDBMAOEF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_12&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMGZUYDYPUZAAXD.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,4.4,30,samsung galaxy book metal intel core i th gen u gb gb ssd windows home np xgj kg in np xgj lg in np xgj lg in thin and light laptop inch gray kg with ms office,samsung galaxy book metal intel core th gen u gb gb ssd window home np xgj kg np xgj lg np xgj lg thin light laptop inch gray kg m office,Samsung,Positive,1,159,37,Excellent,36.994428479187846,Luxury
13,Laptop,"ASUS Expertbook P1 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) P1403CVA-S60938WS Thin and Light Laptop  (14 inch, Misty Grey, 1.4 Kg, With MS Office)",4.3★,3388,299,38990,48% off,https://www.flipkart.com/asus-expertbook-p1-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-p1403cva-s60938ws-thin-light-laptop/p/itm0af4b81838b5b?pid=COMH8Z2QAWCCUCSP&lid=LSTCOMH8Z2QAWCCUCSPPZPFKG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_13&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMH8Z2QAWCCUCSP.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,4.3,48,asus expertbook p intel core i th gen u gb gb ssd windows home p cva s ws thin and light laptop inch misty grey kg with ms office,asus expertbook p intel core th gen u gb gb ssd window home p cva w thin light laptop inch misty grey kg m office,ASUS,Positive,1,129,29,Excellent,34.95164773791032,Luxury
14,Laptop,"ASUS Expertbook P1 High-performance processor Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) P1503CVA-S70611WS Thin and Light Laptop  (15.6 inch, Misty Grey, 1.65 Kg, With MS Office)",4.3★,3304,267,51990,42% off,https://www.flipkart.com/asus-expertbook-p1-high-performance-processor-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-p1503cva-s70611ws-thin-light-laptop/p/itmf788da016f665?pid=COMH8Z2QRZVVN2RZ&lid=LSTCOMH8Z2QRZVVN2RZ9WYQBV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=default_BestsellerId_6bo%2Fb5g&srno=s_1_14&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMH8Z2QRZVVN2RZ.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,4.3,42,asus expertbook p high performance processor intel core i th gen h gb gb ssd windows home p cva s ws thin and light laptop inch misty grey kg with ms office,asus expertbook p high performance processor intel core th gen h gb gb ssd window home p cva w thin light laptop inch misty grey kg m office,ASUS,Positive,1,156,32,Excellent,34.84372453482888,Luxury
15,Laptop,"ASUS Expertbook P1 High-performance processor Intel Core i7 13th Gen 13620H - (32 GB/512 GB SSD/Windows 11 Home) P1403CVA-S60940WS Thin and Light Laptop  (14 inch, Misty Grey, 1.42 Kg, With MS Office)",4.3★,684,51,72990,43% off,https://www.flipkart.com/asus-expertbook-p1-high-performance-processor-intel-core-i7-13th-gen-13620h-32-gb-512-gb-ssd-windows-11-home-p1403cva-s60940ws-thin-light-laptop/p/itmc8b94112958cf?pid=COMH8Z2QT98FWRGH&lid=LSTCOMH8Z2QT98FWRGH3QRD3U&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_15&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMH8Z2QT98FWRGH.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,4.3,43,asus expertbook p high performance processor intel core i th gen h gb gb ssd windows home p cva s ws thin and light laptop inch misty grey kg with ms office,asus expertbook p high performance processor intel core th gen h gb gb ssd window home p cva w thin light laptop inch misty grey kg m office,ASUS,Positive,1,156,32,Excellent,28.076501004527568,Luxury
16,Laptop,"Lenovo Chromebook MediaTek Kompanio 520 - (4 GB/128 GB EMMC Storage/Chrome OS) 14M868 Chromebook  (14 Inch, Abyss Blue, 1.3 Kg)",3.9★,3066,266,12990,54% off,https://www.flipkart.com/lenovo-chromebook-mediatek-kompanio-520-4-gb-128-gb-emmc-storage-chrome-os-14m868/p/itm4dc67999fe3de?pid=COMGSYYSHRSUEGMG&lid=LSTCOMGSYYSHRSUEGMGMC9HLZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_16&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMGSYYSHRSUEGMG.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,3.9,54,lenovo chromebook mediatek kompanio gb gb emmc storage chrome os m chromebook inch abyss blue kg,lenovo chromebook mediatek kompanio gb gb emmc storage chrome o chromebook inch abyss blue kg,Lenovo,Neutral,1,96,16,Good,31.31097514004558,Premium
17,Laptop,"Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB314-3H-C0BZ Chromebook  (15.6 inch, Silver, 1.45 Kg)",3.8★,2479,170,18990,44% off,https://www.flipkart.com/acer-chromebook-intel-celeron-dual-core-n4500-8-gb-128-gb-emmc-storage-chrome-os-cb314-3h-c5qe-cb314-3h-c0bz/p/itm04458b376eefa?pid=COMGSV3G3RYBAHX4&lid=LSTCOMGSV3G3RYBAHX4RBS9WL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_17&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMGSV3G3RYBAHX4.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,3.8,44,acer chromebook intel celeron dual core n gb gb emmc storage chrome os cb h c qe cb h c bz chromebook inch silver kg,acer chromebook intel celeron dual core n gb gb emmc storage chrome o cb h c qe cb h c bz chromebook inch silver kg,Acer,Neutral,1,116,25,Good,29.700852588804302,Premium
18,Laptop,"Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) A324-51 Thin and Light Laptop  (14 Inch, Steel Gray, 1.45 Kg)",4.2★,5226,388,28990,29% off,https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-1215u-8-gb-256-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itm7dda0a4d1d62a?pid=COMHY24R4SNQWZGZ&lid=LSTCOMHY24R4SNQWZGZCPOPEW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_18&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMHY24R4SNQWZGZ.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,4.2,29,acer aspire intel core i th gen u gb gb ssd windows home a thin and light laptop inch steel gray kg,acer aspire intel core th gen u gb gb ssd window home thin light laptop inch steel gray kg,Acer,Positive,1,99,22,Excellent,35.958689670594275,Luxury
19,Laptop,"Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15 - 42 Thin and Light Laptop  (15.6 Inch, Silver, 1.79 Kg)",4.1★,1443,108,40990,43% off,https://www.flipkart.com/acer-aspire-3-backlit-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-as15-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397XPF4Z3BMX&lid=LSTCOMH397XPF4Z3BMXL8O53G&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_19&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMH397XPF4Z3BMX.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,4.1,43,acer aspire backlit amd ryzen octa core u gb gb ssd windows home aspire as thin and light laptop inch silver kg,acer aspire backlit amd ryzen octa core u gb gb ssd window home aspire thin light laptop inch silver kg,Acer,Positive,1,111,22,Excellent,29.82820650975636,Luxury
20,Laptop,"Acer Aspire 3 Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light Laptop  (14 Inch, Steel Gray, 1.45 Kg)",4.3★,3024,228,29990,33% off,https://www.flipkart.com/acer-aspire-3-intel-core-i3-13th-gen-1305u-16-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itma6a6812aa712e?pid=COMH4B6CRXD62EPK&lid=LSTCOMH4B6CRXD62EPK3NX1OA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_20&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMH4B6CRXD62EPK.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,4.3,33,acer aspire intel core i th gen u gb gb ssd windows home a thin and light laptop inch steel gray kg,acer aspire intel core th gen u gb gb ssd window home thin light laptop inch steel gray kg,Acer,Positive,1,99,22,Excellent,34.46306539299925,Luxury
21,Laptop,"Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 83ER00KSIN Thin and Light Laptop  (15.6 inch, Arctic Grey, With MS Office)",4.2★,455,26,45750,35% off,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-83er00ksin-thin-light-laptop/p/itm88613b4717866?pid=COMHCYGTDF5GYHFX&lid=LSTCOMHCYGTDF5GYHFXGCWAY7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_21&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMHCYGTDF5GYHFX.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,4.2,35,lenovo ideapad slim intel core i th gen h gb gb ssd windows home er ksin thin and light laptop inch arctic grey with ms office,lenovo ideapad slim intel core th gen h gb gb ssd window home er ksin thin light laptop inch arctic grey m office,Lenovo,Positive,1,126,26,Excellent,25.714469799960423,Luxury
22,Laptop,"Acer Nitro V AMD Ryzen 5 Hexa Core 6600H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) ANV15-41-R8G0 Gaming Laptop  (16 inch, Obsidian Black, 2.1 Kg)",4.4★,663,55,57990,46% off,https://www.flipkart.com/acer-nitro-v-amd-ryzen-5-hexa-core-6600h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-anv15-41-r8g0-gaming-laptop/p/itm33a9aedda362e?pid=COMH6C5AMHNHHRUF&lid=LSTCOMH6C5AMHNHHRUFLZBM42&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_22&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMH6C5AMHNHHRUF.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,4.4,46,acer nitro v amd ryzen hexa core h gb gb ssd windows home gb graphics nvidia geforce rtx anv r g gaming laptop inch obsidian black kg,acer nitro v amd ryzen hexa core h gb gb ssd window home gb graphic nvidia geforce rtx anv r g gaming laptop inch obsidian black kg,Acer,Positive,1,133,27,Excellent,28.59244145769631,Luxury
23,Laptop,"Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-LG9IN Thin and Light Laptop  (15.6 Inch, Gray, 1.55 Kg, With MS Office)",4.4★,8347,818,35990,37% off,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-np750xgj-lg9in-thin-light-laptop/p/itmc29d559898e6f?pid=COMH4Y6KKRC9YSWE&lid=LSTCOMH4Y6KKRC9YSWERDUMZD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_23&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMH4Y6KKRC9YSWE.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,4.4,37,samsung galaxy book metal intel core i th gen u gb gb ssd windows home np xgj lg in thin and light laptop inch gray kg with ms office,samsung galaxy book metal intel core th gen u gb gb ssd window home np xgj lg thin light laptop inch gray kg m office,Samsung,Positive,1,133,29,Excellent,39.73101998006721,Luxury
24,Laptop,"Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 - (8 GB/64 GB EMMC Storage/Chrome OS) 100e Chromebook Gen 4 Chromebook  (11.6 inch, Graphite Grey, 1.23 Kg)",3.9★,1623,122,12999,42% off,https://www.flipkart.com/lenovo-100e-chromebook-gen-4-mediatek-kompanio-520-8-gb-64-gb-emmc-storage-chrome-os/p/itm10f2fa5775092?pid=COMHC5G9YPVUM34V&lid=LSTCOMHC5G9YPVUM34VZ0HVSZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_24&otracker=search&fm=organic&iid=e631a2be-1f13-4c98-b5e5-fc2a86a82e3f.COMHC5G9YPVUM34V.SEARCH&ppt=None&ppn=None&ssid=hde1aajvio0000001763205553581&qH=c06ea84a1e3dc3c6,3.9,42,lenovo e chromebook gen mediatek kompanio gb gb emmc storage chrome os e chromebook gen chromebook inch graphite grey kg,lenovo e chromebook gen mediatek kompanio gb gb emmc storage chrome o e chromebook gen chromebook inch graphite grey kg,Lenovo,Neutral,1,120,20,Good,28.83132533081433,Premium
